tg_ecotypeid,name,country,sitename,latitude,longitude,collector,collectiondate,release_status,seq_by,picture,CS_number
1066,Brösarp-34-145,SWE,Brösarp,55.7167,14.1333,Jon Ågren,2001-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/1066.png,CS76730
1070,Brösarp-45-153,SWE,Brösarp,55.7167,14.1333,Jon Ågren,2001-01-01 0:00:00,released,GMI,,CS77643
9057,Vinslöv,SWE,Vinslöv,56.1,13.9167,Torbjorn Sall,,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/9057.png,CS78847
1158,Aledal-6-49,SWE,Aledal,56.7,16.5167,Jon Ågren,2003-01-01 0:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/1158.png,CS76656
1166,Aledal-14-73,SWE,Aledal,56.7,16.5167,Jon Ågren,2003-01-01 00:00:00,,GMI,,CS77651
1254,Tos-82-387,SWE,Tos,59.4333,17.0167,Jon Ågren,2001-01-01 0:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/1254.png,CS77379
1257,Tos-95-393,SWE,Tos,59.4333,17.0167,Jon Ågren,2001-01-01 0:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/1257.png,CS77380
1313,Ängsö-59-422,SWE,Ängsö,59.5667,16.8667,Jon Ågren,2001-01-01 00:00:00,,GMI,,CS77658
1317,Ängsö-74-430,SWE,Ängsö,59.5667,16.8667,Jon Ågren,2001-01-01 0:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/1317.png,CS76665
1552,Sku-30,SWE,Sku,63.0833,18.3667,Jon Ågren,2003-01-01 0:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/1552.png,CS77251
5830,App1-12,SWE,App1,56.3333,15.9667,Magnus Nordborg,2000-06-13 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/5830.png,CS76667
5831,App1-14,SWE,App1,56.3333,15.9667,Magnus Nordborg,2000-06-13 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/5831.png,CS76668
5832,App1-16,SWE,App1,56.3333,15.9667,Magnus Nordborg,2000-06-13 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/5832.png,CS76669
8256,Bå1-2,SWE,Bå,56.4,12.9,Magnus Nordborg,2000-05-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/8256.png,CS76676
8258,Bå4-1,SWE,Bå,56.4,12.9,Magnus Nordborg,2000-05-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/8258.png,CS76677
8259,Bå5-1,SWE,Bå,56.4,12.9,Magnus Nordborg,2000-05-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/8259.png,CS76678
6900,Bil-5,SWE,Bil,63.324,18.484,Magnus Nordborg,2000-06-25 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6900.png,CS76709
6901,Bil-7,SWE,Bil,63.324,18.484,Magnus Nordborg,2000-06-25 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6901.png,CS76710
5836,Boo2-3,SWE,Boo2,55.86,13.51,Magnus Nordborg,2000-05-14 0:00:00,released,GMI,,CS77906
5856,Dör-10,SWE,Dör,63.0167,17.4914,Magnus Nordborg,2000-06-25 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/5856.png,CS76806
5860,Dra-3,SWE,Dravla,62.6814,18.0165,Magnus Nordborg,2000-06-25 0:00:00,,GMI,,CS77913
5865,Dra1-4,SWE,Dra1,55.76,14.12,Magnus Nordborg,2000-06-01 0:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/5865.png,CS76809
5867,Dra2-1,SWE,Dra2,55.76,14.12,Magnus Nordborg,2000-06-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/5867.png,CS76810
8283,Dra3-1,SWE,Dra3,55.76,14.12,Magnus Nordborg,2000-06-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/8283.png,CS76811
6009,Eden-1,SWE,Eden,62.877,18.177,Magnus Nordborg,2000-06-25 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6009.png,CS76826
6010,Eden-5,SWE,Eden,62.877,18.177,Magnus Nordborg,2000-06-25 0:00:00,released,GMI,,CS78000
6011,Eden-6,SWE,Eden,62.877,18.177,Magnus Nordborg,2000-06-25 0:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6011.png,CS76828
6012,Eden-7,SWE,Eden,62.877,18.177,Magnus Nordborg,2000-06-25 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6012.png,CS76829
6013,Eden-9,SWE,Eden,62.877,18.177,Magnus Nordborg,2000-06-25 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6013.png,CS76830
6913,Eden-2,SWE,Eden,62.877,18.177,Magnus Nordborg,2000-06-25 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6913.png,CS76827
6016,Eds-1,SWE,Eds,62.9,18.4,Magnus Nordborg,2000-06-25 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6016.png,CS76834
6017,Eds-9,SWE,Eds,62.9,18.4,Magnus Nordborg,2000-06-25 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6017.png,CS76835
6019,Fjä1-2,SWE,Fjä1,56.06,14.29,Magnus Nordborg,2000-05-14 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6019.png,CS76860
6020,Fjä1-5,SWE,Fjä1,56.06,14.29,Magnus Nordborg,2000-05-14 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6020.png,CS76861
8422,Fjä1-1,SWE,Fjä1,56.06,14.29,Magnus Nordborg,2000-05-14 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/8422.png,CS76859
6021,Fjä2-4,SWE,Fjä2,56.06,14.29,Magnus Nordborg,2000-05-14 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6021.png,CS76862
6022,Fjä2-6,SWE,Fjä2,56.06,14.29,Magnus Nordborg,2000-05-14 0:00:00,,GMI,,CS78009
6023,Fly2-1,SWE,Fly2,55.7509,13.3712,Magnus Nordborg,1998-06-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6023.png,CS76863
6024,Fly2-2,SWE,Fly2,55.7509,13.3712,Magnus Nordborg,1999-05-16 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6024.png,CS76864
6025,Gro-3,SWE,Gro,62.6437,17.7339,Magnus Nordborg,2000-06-25 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6025.png,CS76889
6030,Grön-5,SWE,Grön,62.806,18.1896,Magnus Nordborg,2000-06-25 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6030.png,CS76893
6034,Hov1-7,SWE,Hov1,56.1,13.74,Magnus Nordborg,2000-05-12 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6034.png,CS76932
6035,Hov1-10,SWE,Hov1,56.1,13.74,Magnus Nordborg,2000-05-12 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6035.png,CS76931
6036,Hov3-2,SWE,Hov3,56.1,13.74,Magnus Nordborg,2000-05-12 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6036.png,CS76934
6038,Hov3-5,SWE,Hov3,56.1,13.74,Magnus Nordborg,2000-05-12 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6038.png,CS76935
6039,Hovdala-2,SWE,Hovdala,56.1,13.74,Torbjorn Sall,1999-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6039.png,CS76937
8306,Hov4-1,SWE,Hovdala,56.1,13.74,Magnus Nordborg,2000-05-12 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/8306.png,CS76936
8307,Hovdala-6,SWE,Hovdala,56.1,13.74,Torbjorn Sall,1999-01-01 00:00:00,,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/8307.png,CS76938
6040,Kni-1,SWE,Kni1,55.66,13.4,Magnus Nordborg,2001-06-05 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6040.png,CS76970
6041,Lis-3,SWE,Lis,56.0328,14.775,Magnus Nordborg,2000-06-13 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6041.png,CS77044
8222,Lis-2,SWE,Lis,56.0328,14.775,Magnus Nordborg,2000-06-13 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/8222.png,CS77043
8326,Lis-1,SWE,Lis,56.0328,14.775,Magnus Nordborg,2000-06-13 0:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/8326.png,CS77042
6042,Lom1-1,SWE,Lom1,56.09,13.9,Magnus Nordborg,2001-05-14 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6042.png,CS77048
6043,Löv-1,SWE,Löv,62.801,18.079,Magnus Nordborg,2000-06-25 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6043.png,CS77049
6046,Löv-5,SWE,Löv,62.801,18.079,Magnus Nordborg,2000-06-25 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6046.png,CS77050
6064,Nyl-2,SWE,Nyl,62.9513,18.2763,Magnus Nordborg,2000-06-25 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6064.png,CS77136
6069,Nyl-7,SWE,Nyl,62.9513,18.2763,Magnus Nordborg,2000-06-25 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6069.png,CS77137
6070,Omn-1,SWE,Omn,62.9308,18.3448,Magnus Nordborg,2000-06-25 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6070.png,CS77145
6071,Omn-5,SWE,Omn,62.9308,18.3448,Magnus Nordborg,2000-06-25 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6071.png,CS77146
6073,ÖMö1-7,SWE,ÖMö1,56.1481,15.8155,Magnus Nordborg,2001-06-09 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6073.png,CS77147
6074,Ör-1,SWE,Örrevet,56.4573,16.1408,Magnus Nordborg,2000-06-13 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6074.png,CS77150
6076,Rev-2,SWE,Rev2,55.6942,13.4504,Magnus Nordborg,1999-05-16 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6076.png,CS77215
6077,Rev-3,SWE,Rev3,55.6942,13.4504,Magnus Nordborg,1999-05-16 0:00:00,,GMI,,CS78030
8376,Sanna-2,SWE,San,62.69,18,Magnus Nordborg,2000-06-25 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/8376.png,CS77234
6085,Sparta-1,SWE,Sparta (Student corridor),55.7097,13.2145,Magnus Nordborg,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6085.png,CS77260
6086,Sr:3,SWE,Sr,58.9,11.2,Ivo Cetl,1992-07-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6086.png,CS77267
8386,Sr:5,SWE,Sr,58.9,11.2,Ivo Cetl,1992-07-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/8386.png,CS77268
6087,Stu-2,SWE,Stu2,56.4666,16.1284,Magnus Nordborg,2000-06-13 0:00:00,,GMI,,CS78033
6088,Stu1-1,SWE,Stu1,56.4666,16.1284,Magnus Nordborg,2000-06-13 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6088.png,CS77285
6090,T1000,SWE,Staff 2,55.6525,13.2197,Mattias Jakobsson,2003-01-01 0:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6090.png,CS77288
6091,T1010,SWE,Staff 1,55.6525,13.215,Mattias Jakobsson,2003-01-01 0:00:00,,GMI,,CS78035
6092,T1020,SWE,Staff 6,55.6514,13.2233,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6092.png,CS77289
6094,T1040,SWE,Staff 4,55.6494,13.2147,Mattias Jakobsson,2003-01-01 0:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6094.png,CS77290
6095,T1050,SWE,Staff 7,55.6486,13.2161,Mattias Jakobsson,2003-01-01 0:00:00,,GMI,,CS78039
6096,T1060,SWE,Staff 8,55.6472,13.2225,Mattias Jakobsson,2003-01-01 0:00:00,,GMI,,CS78040
6097,T1070,SWE,Staff 9,55.6481,13.2264,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6097.png,CS77291
6098,T1080,SWE,Staff 11,55.6561,13.2178,Mattias Jakobsson,2003-01-01 0:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6098.png,CS77292
6099,T1090,SWE,Staff 12,55.6575,13.2386,Mattias Jakobsson,2003-01-01 0:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6099.png,CS77293
6100,T1110,SWE,Staff 17,55.6,13.2,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6100.png,CS77294
6101,T1120,SWE,Staff 16,55.6,13.2,Mattias Jakobsson,2003-01-01 0:00:00,,GMI,,CS78045
6102,T1130,SWE,Staff 15,55.6,13.2,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6102.png,CS77295
6104,T1160,SWE,Lund 16,55.7,13.2,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6104.png,CS77296
6105,T450,SWE,Kävlinge 6,55.7967,13.1211,Mattias Jakobsson,2003-01-01 0:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6105.png,CS77297
6106,T460,SWE,Kävlinge 8,55.7931,13.1186,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6106.png,CS77298
6107,T470,SWE,Kävlinge 9,55.7942,13.1222,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6107.png,CS77299
6108,T480,SWE,Kävlinge 3,55.7989,13.1206,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6108.png,CS77300
6109,T510,SWE,Kävlinge 7,55.7936,13.1233,Mattias Jakobsson,2003-01-01 0:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6109.png,CS77301
6111,T530,SWE,Kävlinge 1,55.7989,13.1219,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6111.png,CS77302
6112,T540,SWE,Kävlinge 10,55.7967,13.1044,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6112.png,CS77303
6113,T550,SWE,Kävlinge 11,55.8078,13.1028,Mattias Jakobsson,2003-01-01 0:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6113.png,CS77304
6114,T570,SWE,Kävlinge 13,55.8097,13.1342,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6114.png,CS77305
6115,T580,SWE,Kävlinge 14,55.8,13.1367,Mattias Jakobsson,2003-01-01 0:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6115.png,CS77306
6118,T610,SWE,Öresundsv,55.7,13.2,Mattias Jakobsson,2003-01-01 0:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6118.png,CS77307
6119,T620,SWE,Trastv.,55.7,13.2,Mattias Jakobsson,2003-01-01 00:00:00,,GMI,,CS78060
6122,T670,SWE,Eslöv 7,55.8364,13.3075,Mattias Jakobsson,2003-01-01 0:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6122.png,CS77308
6123,T680,SWE,Eslöv 9,55.8369,13.3033,Mattias Jakobsson,2003-01-01 00:00:00,,GMI,,CS78064
6124,T690,SWE,Eslöv 8,55.8378,13.3092,Mattias Jakobsson,2003-01-01 0:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6124.png,CS77309
6125,T710,SWE,Eslöv 5,55.8403,13.3106,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6125.png,CS77310
6126,T720,SWE,Eslöv 6,55.8411,13.3047,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6126.png,CS77311
6128,T740,SWE,Eslöv 13,55.8397,13.2881,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6128.png,CS77313
6131,T780,SWE,Eslöv 14,55.8369,13.3181,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6131.png,CS77315
6132,T790,SWE,Eslöv 17,55.8386,13.3186,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6132.png,CS77316
6133,T800,SWE,Eslöv 16,55.8364,13.2906,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6133.png,CS77317
6134,T810,SWE,Eslöv 15,55.8383,13.2906,Mattias Jakobsson,2003-01-01 0:00:00,done,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6134.png,CS77318
6136,T840,SWE,Höör 3,55.9336,13.5519,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6136.png,CS77319
6137,T850,SWE,Höör 6,55.9419,13.5603,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6137.png,CS77320
6138,T860,SWE,Höör 9,55.9403,13.5511,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6138.png,CS77321
6140,T880,SWE,Höör 7,55.9392,13.5539,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6140.png,CS77322
6141,T890,SWE,Höör 4,55.9414,13.5542,Mattias Jakobsson,2003-01-01 0:00:00,released,GMI,,CS78079
6142,T900,SWE,Höör 5,55.9428,13.5558,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6142.png,CS77323
6145,T930,SWE,Höör 11,55.9497,13.5533,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6145.png,CS77324
6148,T960,SWE,Höör 17,55.9319,13.5508,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6148.png,CS77325
6149,T970,SWE,Höör 16,55.9281,13.5481,Mattias Jakobsson,2003-01-01 0:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6149.png,CS77326
6150,T980,SWE,Höör 15,55.9261,13.5319,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6150.png,CS77327
6151,T990,SWE,Staff 3,55.6528,13.2244,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6151.png,CS77328
6153,TAA 03,SWE,TAA,62.6425,17.7422,Mattias Jakobsson,2003-01-01 0:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6153.png,CS77329
6154,TAA 04,SWE,TAA,62.6422,17.7406,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6154.png,CS77330
6163,TAA 14,SWE,TAA,62.6425,17.7356,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6163.png,CS77331
6166,TAA 17,SWE,TAA,62.6425,17.7372,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6166.png,CS77332
6169,TÅD 01,SWE,TÅD,62.8714,18.3447,Mattias Jakobsson,2003-01-01 0:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6169.png,CS77333
6172,TÅD 04,SWE,TÅD,62.8717,18.3436,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6172.png,CS77335
6173,TÅD 05,SWE,TÅD,62.8717,18.3419,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6173.png,CS77336
6174,TÅD 06,SWE,TÅD,62.8719,18.3422,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6174.png,CS77337
6177,TÄL 03,SWE,TÄL,62.6322,17.69,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6177.png,CS77338
6180,TÄL 07,SWE,TÄL,62.6322,17.6906,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6180.png,CS77339
6184,TBÖ 01,SWE,TBÖ,62.8892,18.4522,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6184.png,CS77343
6188,TDr-1,SWE,TDr,55.7683,14.1386,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6188.png,CS77345
6189,TDr-2,SWE,TDr,55.7686,14.1383,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6189.png,CS77351
6191,TDr-4,SWE,TDr,55.7689,14.1375,Mattias Jakobsson,2003-01-01 0:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6191.png,CS77352
6192,TDr-5,SWE,TDr,55.7692,14.1369,Mattias Jakobsson,2003-01-01 0:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6192.png,CS77353
6193,TDr-7,SWE,TDr,55.7694,14.1347,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6193.png,CS77354
6194,TDr-8,SWE,TDr,55.7706,14.1342,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6194.png,CS77355
6195,TDr-9,SWE,TDr,55.7708,14.1342,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6195.png,CS77356
6198,TDr-13,SWE,TDr,55.7708,14.1331,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6198.png,CS77347
6201,TDr-16,SWE,TDr,55.7719,14.1211,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6201.png,CS77348
6202,TDr-17,SWE,TDr,55.7717,14.1206,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6202.png,CS77349
6203,TDr-18,SWE,TDr,55.7714,14.1208,Mattias Jakobsson,2003-01-01 0:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6203.png,CS77350
6209,TEDEN 02,SWE,TED,62.8836,18.1842,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6209.png,CS77358
6210,TEDEN 03,SWE,TED,62.8839,18.1836,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6210.png,CS77359
6214,TFÄ 04,SWE,TFÄ,63.0175,18.3281,Mattias Jakobsson,2003-01-01 00:00:00,,GMI,,CS78121
6216,TFÄ 06,SWE,TFÄ,63.0167,18.3283,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6216.png,CS77362
6217,TFÄ 07,SWE,TFÄ,63.0169,18.3283,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6217.png,CS77363
6218,TFÄ 08,SWE,TFÄ,63.0172,18.3283,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6218.png,CS77364
6220,TGR 01,SWE,TGR,62.806,18.1896,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6220.png,CS77365
6221,TGR 02,SWE,TGR,62.806,18.1896,Mattias Jakobsson,2003-01-01 0:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6221.png,CS77366
8227,THÖ 03,SWE,THÖ,62.7989,17.9103,Mattias Jakobsson,2003-01-01 0:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/8227.png,CS77367
6231,TNY 04,SWE,TNY,62.96,18.2844,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6231.png,CS77368
6235,TOM 01,SWE,TOM,62.9611,18.3589,Mattias Jakobsson,2003-01-01 0:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6235.png,CS77372
6237,TOM 03,SWE,TOM,62.9619,18.35,Mattias Jakobsson,2003-01-01 0:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6237.png,CS77373
6238,TOM 04,SWE,TOM,62.9619,18.35,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6238.png,CS77374
6240,TOM 06,SWE,TOM,62.9622,18.35,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6240.png,CS77375
6241,TOM 07,SWE,TOM,62.9614,18.3608,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6241.png,CS77376
6242,Tomegap-2,SWE,Tomegap,55.7,13.2,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6242.png,CS77377
6243,Tottarp-2,SWE,Tottarp,56.27373,13.90045,Magnus Nordborg,1999-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6243.png,CS77381
6244,TRÄ 01,SWE,TRÄ,62.9169,18.4728,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6244.png,CS77384
