id,FT10_mean,FT10_sd,FT16_mean,FT16_sd,seq_by,name,country,sitename,latitude,longitude,collector,collectiondate,CS_number,group,relict,icon
6981,62.25,12.8419884234,43,2.708012802,"MPI,Salk",Ws-2,RUS,Ws,52.3,30,Kenneth Feldmann,,CS78920,admixed,,forbidden
6982,78.5,10.5987420637,44,4.242640687,Salk,Wt-5,GER,Wietze,52.3,9.3,Albert Kranz,,CS76632,germany,,ltblu_circle
6984,69.25,2.9860788112,47.75,3.201562119,Salk,Zdr-1,CZE,Zdr,49.3853,16.2544,Jirina Relichov,2000-05-31 0:00:00,CS76635,central_europe,,ylw_circle
6985,65.5,4.6547466813,53,2.943920289,,Zdr-6,CZE,Zdr,49.3853,16.2544,Jirina Relichov,2000-05-31 0:00:00,,,,
6986,61.5,4.4347115652,43.75,4.193248542,Salk,Abd-0,UK,Abd,57.1539,-2.2207,R. Mitchelson,,CS76429,western_europe,,blu_circle
6987,69,2.7080128015,47.75,1.707825128,Salk,Ak-1,GER,Achkarren/Freiburg ,48.0683,7.62551,Albert Kranz,,CS76431,admixed,,forbidden
6989,78.25,5.0579969685,61,5.773502692,Salk,Alst-1,UK,Alst,54.8,-2.4333,Maarten Koornneef,,CS76432,western_europe,,blu_circle
6990,79,5.5976185412,60.25,5.057996968,Salk,Amel-1,NED,Amel,53.448,5.73,Maarten Koornneef,,CS76434,admixed,,forbidden
6992,68,0.8164965809,54.25,4.991659711,Salk,Ang-0,BEL,Ang,50.3,5.3,Albert Kranz,,CS76436,admixed,,forbidden
6994,79,5.8878405776,80,NA,,Ann-1,FRA,Ann,45.9,6.13028,Maarten Koornneef,,,,,
6997,81,5.5976185412,56,5.416025603,Salk,Appt-1,NED,Appt,51.8333,5.5833,Maarten Koornneef,,CS76440,germany,,ltblu_circle
7000,78,2.7080128015,54,2.828427125,Salk,Aa-0,GER,Aua/Rhon ,50.9167,9.57073,Albert Kranz,,CS76428,germany,,ltblu_circle
7002,80.25,5.8523499554,59,1.825741858,Salk,Baa-1,NED,Baa,51.3333,6.1,Maarten Koornneef,,CS76442,germany,,ltblu_circle
7003,71.75,9.1423921013,51,4.69041576,Salk,Bs-1,SUI,Bs,47.5,7.5,Albert Kranz,,CS78888,admixed,,forbidden
7008,95.5,4.7958315233,95,28.78657094,Salk,Benk-1,NED,Benk,52,5.675,Maarten Koornneef,,CS76447,germany,,ltblu_circle
7010,77,6.9761498455,54.25,3.403429643,,Be-0,GER,Bensheim/Bergstr.,49.6803,8.6161,Albert Kranz,,,,,
7013,63,4.8304589154,38.75,1.707825128,Salk,Bd-0,GER,Berlin/Dahlem ,52.4584,13.287,Albert Kranz,,CS76445,south_sweden,,red_circle
7014,81.5,4.1231056256,74,2.645751311,Salk,Ba-1,UK,Black Mount (Ba),56.5459,-4.79821,Albert Kranz,,CS76441,germany,,ltblu_circle
7025,71.5,8.346656017,52.66666667,3.055050463,Salk,Bl-1,ITA,Bl,44.5041,11.3396,Albert Kranz,,CS76450,central_europe,,ylw_circle
7026,69,8.7559503577,45.5,3.872983346,Salk,Boot-1,UK,Boot,54.4,-3.2667,Maarten Koornneef,2000-05-14 00:00:00,CS76452,western_europe,,blu_circle
7028,57.5,1,40.25,6.652067348,Salk,Bch-1,GER,Buchen/Lauenburg,49.5166,9.3166,Albert Kranz,,CS76444,admixed,,forbidden
7031,78.25,9.8107084352,47.25,1.707825128,Salk,Bsch-0,GER,Buchschlag/Frankfurt am Main,50.0167,8.6667,Albert Kranz,,CS76457,germany,,ltblu_circle
7033,78.75,2.2173557826,76,4.242640687,"Salk,MPI",Buckhorn Pass,USA,Buckhorn Pass,41.3599,-122.755,Angus Murphy,,CS76733,germany,,ltblu_circle
7036,67.75,5.123475383,50.5,1,"MPI,Salk",Bu-0,GER,Burghaun/Rhon,50.5,9.5,Albert Kranz,,CS78889,germany,,ltblu_circle
7058,87.25,4.4253060158,66,3.464101615,Mott,Bur-0,IRL,Bur,54.1,-6.2,Albert Kranz,,CS76734,admixed,,forbidden
7061,87.25,3.9475730941,64,0,Salk,Cal-0,UK,Cal,53.2699,-1.64293,Albert Kranz,,CS76460,admixed,,forbidden
7062,62.25,1.8929694486,38.25,0.957427108,Salk,Ca-0,GER,Camberg/Taunus,50.2981,8.26607,Albert Kranz,,CS76459,germany,,ltblu_circle
7063,72.25,7.4105780251,51,3.464101615,Mott,Can-0,ESP,Can,29.2144,-13.4811,Albert Kranz,,CS76740,relict,Y,grn_circle
7064,68.3333333333,2.3094010768,66.66666667,8.386497084,Salk,Cnt-1,UK,Canterbury (Sullivan garden),51.3,1.1,Eric Holub,,CS76467,western_europe,,blu_circle
7067,58.75,2.9860788112,42.25,1.707825128,Mott,Ct-1,ITA,Ct,37.3,15,Albert Kranz,,CS76786,central_europe,,ylw_circle
7068,63.75,3.6855573979,56,8.366600265,Salk,Cerv-1,ITA,Cerv,42,12.1,Maarten Koornneef,,CS76462,italy_balkan_caucasus,,wht_circle
7071,64.25,2.2173557826,45,4.546060566,Salk,Chat-1,FRA,Chat,48.0717,1.33867,Maarten Koornneef,,CS76463,western_europe,,blu_circle
7072,70.25,2.8722813233,62,4.966554809,Salk,Chi-0,RUS,Chi,53.7502,34.7361,Albert Kranz,,CS76464,admixed,,forbidden
7075,96,10.7082522695,NA,NA,,Cit-0,FRA,Cit,43.3779,2.54038,Albert Kranz,,,,,
7077,54.5,5.9160797831,44.33333333,2.081665999,Salk,Co-1,POR,Co,40.12,-8.25,Albert Kranz,,CS76468,italy_balkan_caucasus,,wht_circle
7081,58.5,4.1231056256,42.5,2.516611478,Salk,Co,POR,Co,40.2077,-8.42639,George Redei,,CS78895,spain,,pink_circle
7092,68,3.3665016461,54.25,3.774917218,Salk,Com-1,FRA,Com,49.416,2.823,Maarten Koornneef,,CS76469,western_europe,,blu_circle
7094,67.25,4.3493294502,43.25,2.217355783,Monsanto,Da-0,GER,Darmstadt,49.8724,8.65081,Albert Kranz,,CS76791,germany,,ltblu_circle
7096,65.5,8.1853527719,40.25,0.957427108,Salk,Di-G,FRA,Di,47.3239,5.04278,Maarten Koornneef,,CS76472,admixed,,forbidden
7098,58.5,2.0816659995,45.5,5.802298395,,Di-1,FRA,Di,47,5,Albert Kranz,,,,,
7102,87.25,6.6520673478,71,5.656854249,Salk,Do-0,GER,Donsbach/Westerw.,50.7224,8.2372,Albert Kranz,,CS76474,germany,,ltblu_circle
7103,62.25,3.0956959368,36.75,0.5,Salk,Dra-0,CZE,Dra,49.4167,16.2667,Albert Kranz,,CS76476,central_europe,,ylw_circle
7106,76.5,5.0662280512,44.5,1.290994449,"MPI,Salk",Dr-0,GER,Dresden,51.051,13.7336,Albert Kranz,,CS78897,central_europe,,ylw_circle
7107,67.25,1.5,50.75,3.862210075,Salk,Durh-1,UK,Durh,54.7761,-1.5733,Maarten Koornneef,,CS76477,western_europe,,blu_circle
7109,60.75,4.1932485418,45.75,4.193248542,Salk,Ema-1,UK,Ema,51.3,0.5,Eric Holub,,CS76480,western_europe,,blu_circle
7111,86,11.7898261226,,,Mott,Edi-0,UK,Edi,55.9494,-3.16028,Albert Kranz,,CS76831,admixed,,forbidden
7117,58,6.0553007082,36.5,2.081665999,Salk,El-0,GER,Eifel,51.5105,9.68253,Albert Kranz,,CS76479,germany,,ltblu_circle
7119,65.5,6.5574385243,41,1.414213562,Salk,En-2,GER,Enkheim/Frankfurt,50,8.5,Albert Kranz,,CS76481,germany,,ltblu_circle
7120,62.5,4.5092497528,42.75,2.217355783,Salk,En-D,GER,Enkheim/Frankfurt,50,8.5,Albert Kranz,,CS76482,central_europe,,ylw_circle
7123,70.75,8.0570879768,41,1.632993162,,Ep-0,GER,Eppenheim/Taunus,50.1721,8.38912,Albert Kranz,,,,,
7125,69.25,9.464847243,42.75,1.258305739,"MPI,Salk",Er-0,GER,Erlangen,49.5955,11.0087,Albert Kranz,,CS78898,germany,,ltblu_circle
7126,95.5,5,97.25,5.795112884,Salk,Es-0,FIN,Es,60.1997,24.5682,Albert Kranz,,CS76484,admixed,,forbidden
7127,59.75,3.5,45.5,2.886751346,Salk,Est,EST,EstGER,58.6656,24.9871,Brigitte Damm,,CS76485,admixed,,forbidden
7130,91.6666666667,3.7859388972,78.25,5.5,Salk,Et-0,FRA,Et,44.6447,2.56481,Albert Kranz,,CS76486,western_europe,,blu_circle
7133,76,16.2685791225,46.25,1.5,Salk,Fr-2,GER,Frankfurt,50.1102,8.6822,Albert Kranz,,CS76489,germany,,ltblu_circle
7138,85.5,3.3166247904,68.5,12.02081528,Salk,Fi-0,GER,Frickhofen,50.5,8.0167,Albert Kranz,,CS76488,admixed,,forbidden
7143,83,4.582575695,44.5,0.577350269,Salk,Gel-1,NED,Gel,51.0167,5.86667,Maarten Koornneef,,CS76492,germany,,ltblu_circle
7147,74.5,2.5166114784,52.66666667,4.163331999,Salk,Gie-0,GER,Gieben,50.584,8.67825,Albert Kranz,,CS76493,admixed,,forbidden
7148,73.75,8.0156097709,66,6.683312552,,Gifu-2,JPN,Gifu,35.45,137.42,Hirokazu Tsukaya,,,,,
7158,63.3333333333,2.8867513459,47.75,6.898067362,Monsanto,Gr-5,AUT,Graz,47,15.5,Albert Kranz,,CS76885,central_europe,,ylw_circle
7160,72.25,2.7537852736,66.5,4.509249753,Salk,Gre-0,USA,Gre,43.178,-85.2532,Albert Kranz,,CS76497,germany,,ltblu_circle
7161,61.25,2.0615528128,39.33333333,1.527525232,Salk,Gd-1,GER,Gudow,53.5,10.5,Albert Kranz,,CS76491,germany,,ltblu_circle
7162,65,1.6329931619,42.75,1.707825128,Salk,Hs-0,GER,Hannover/Stroehen,52.24,9.44,Albert Kranz,,CS76515,germany,,ltblu_circle
7163,66.5,4.7958315233,44,2.943920289,Salk,Ha-0,GER,Hannover,52.3721,9.73569,Albert Kranz,,CS76500,admixed,,forbidden
7164,69.75,1.8929694486,59.25,2.5,Salk,Hau-0,DEN,Hau,55.675,12.5686,Albert Kranz,,CS76915,south_sweden,,red_circle
7165,71.5,3.109126351,43.5,2.380476143,Salk,Hn-0,GER,Hennetalsperre,51.3472,8.28844,Albert Kranz,,CS76513,germany,,ltblu_circle
7166,67.25,3.7749172176,50.75,3.304037934,,Hey-1,NED,Hey,51.25,5.9,Maarten Koornneef,,,,,
7167,57,7.7028133389,34.25,1.707825128,,,,,,,,,,,,
7169,82.5,5.1961524227,78.25,12.97112177,Salk,Hh-0,GER,Hohenlieth,54.4175,9.88682,Albert Kranz,,CS76512,admixed,,forbidden
7177,65.75,2.8722813233,45.25,2.753785274,Salk,Jm-0,CZE,Jm,49,15,Albert Kranz,,CS76520,central_europe,,ylw_circle
7181,96.75,28.5233822211,97,35.59494346,Salk,Je-0,GER,Jena,50.927,11.587,Albert Kranz,,CS76518,admixed,,forbidden
7182,64,3.2659863237,42.33333333,1.527525232,,,,,,,,,,,,
7186,75,6.9761498455,49.75,2.872281323,Mott,Kn-0,LTU,Kn,54.8969,23.8924,Albert Kranz,,CS76969,central_europe,,ylw_circle
7192,68.75,9.6393291606,42,1.825741858,Salk,Kil-0,UK,Killean (Kil),55.6395,-5.66364,Albert Kranz,,CS76526,germany,,ltblu_circle
7199,66.5,14.3874945699,37,1.825741858,Salk,Kl-5,GER,Koeln,50.95,6.9666,Albert Kranz,,CS76528,germany,,ltblu_circle
7202,63,7.118052168,40.75,6.238322424,Salk,Kb-0,GER,Kronberg/Taunus,50.1797,8.50861,Albert Kranz,,CS76524,germany,,ltblu_circle
7203,67.25,4.7871355388,44.5,2.516611478,Salk,Krot-0,GER,Krottensee,49.631,11.5722,Thomas Mitchell-Olds,,CS76534,central_europe,,ylw_circle
7206,65,8.9069261439,40.25,2.872281323,,Kro-0,GER,Krotzenburg,50.0742,8.96617,Albert Kranz,,,,,
7207,70.25,2.3629078131,49.75,1.258305739,Salk,Kyoto,JPN,Kyoto,35.0085,135.752,Hirokazu Tsukaya,,CS76535,central_europe,,ylw_circle
7208,73,6.2182527021,46,3.829708431,Salk,Lan-0,UK,Lan,55.6739,-3.78181,Albert Kranz,,CS76539,germany,,ltblu_circle
7209,63.5,5.9721576224,45.25,2.061552813,Salk,La-0,POL,La,52.7333,15.2333,Albert Kranz,,CS76538,admixed,,forbidden
7213,65.5,4.0414518843,40,1.632993162,Mott,Ler-0,GER,Ler,47.984,10.8719,Maarten Koornneef,,CS77020,admixed,,forbidden
7217,56.5,4.1231056256,38,1.414213562,Salk,Lm-2,FRA,Lm,48,0.5,Albert Kranz,,CS76545,western_europe,,blu_circle
7218,75,5.3541261347,51.25,1.707825128,Salk,Le-0,NED,Le,52.1611,4.49015,Albert Kranz,,CS76540,admixed,,forbidden
7223,75.75,4.9916597106,54.75,5.057996968,Salk,Li-2:1,GER,Limburg,50.3833,8.0666,Albert Kranz,,CS76541,central_europe,,ylw_circle
7231,65.75,5.377421935,45.33333333,3.214550254,Monsanto,Li-7,GER,Limburg,50.3833,8.0666,Albert Kranz,,CS77035,germany,,ltblu_circle
7236,73.5,4.5092497528,47.5,2.081665999,Salk,Litva,LTU,Litva,,,Igor Vizir,,CS76543,central_europe,,ylw_circle
7244,68,2.9439202888,46,1.825741858,Salk,Mnz-0,GER,Mainz,50.001,8.26664,Albert Kranz,,CS76552,germany,,ltblu_circle
7248,71.5,2.6457513111,66.66666667,5.507570547,Salk,Mv-0,USA,Mv,41.3923,-70.6652,Albert Kranz,,CS76556,germany,,ltblu_circle
7250,58,4.2426406871,37.75,1.892969449,Salk,Me-0,GER,Mechtshausen/Hessen,51.9183,10.1138,Albert Kranz,,CS76549,germany,,ltblu_circle
7252,112.6666666667,2.5166114784,96.66666667,3.511884584,,Mc-0,UK,Mc,54.6167,-2.3,Albert Kranz,,,,,
7255,62,4.3588989435,47.33333333,10.40833,Salk,Mh-0,GER,Muhlen,50.95,7.5,Albert Kranz,,CS76550,germany,,ltblu_circle
7258,71,4.5460605657,43.5,2.380476143,Salk,Nw-0,GER,Neuweilnau,50.5,8.5,Albert Kranz,,CS76564,germany,,ltblu_circle
7263,61.75,2.9860788112,41.66666667,0.577350269,,Nz-1,NZL,Nz1,-37.7871,175.283,James Campanella,,,,,
7268,65.75,5.377421935,43.66666667,1.527525232,Salk,Np-0,GER,Nieps/Salzwedel,52.6969,10.981,Albert Kranz,,CS76563,admixed,,forbidden
7273,77,13.9761701955,43.66666667,2.081665999,Mott,No-0,GER,Halle,51.0581,13.2995,Albert Kranz,,CS77128,central_europe,,ylw_circle
7276,73.75,4.2720018727,49.25,2.753785274,Salk,Ob-0,GER,Oberursel/Hasen,50.2,8.5833,Albert Kranz,,CS76566,germany,,ltblu_circle
7280,80.75,2.2173557826,46.5,1.914854216,Salk,Old-1,GER,Oldenburg,53.1667,8.2,Albert Kranz,,CS76567,germany,,ltblu_circle
7282,62.5,5.7445626465,37.5,1.290994449,Salk,Or-0,GER,Oranienstein,50.3827,8.01161,Albert Kranz,,CS76568,germany,,ltblu_circle
7287,71,3.7416573868,48.25,2.061552813,Salk,Ove-0,GER,Ovelgoenne,53.3422,8.42255,Albert Kranz,,CS76569,germany,,ltblu_circle
7288,82.5,3.8729833462,70.25,8.995369179,Mott,Oy-0,NOR,Oy,60.385543,6.193019,Albert Kranz,2002-05-24 2:00:00,CS77156,admixed,,forbidden
7296,84.25,3.7749172176,62.5,7.724420151,Monsanto,Petergof,RUS,Petergof,59,29,Igor Vizir,,CS77170,central_europe,,ylw_circle
7298,81.75,5.4390562907,53.25,2.217355783,Salk,Pi-0,AUT,Pi,47.04,10.51,Albert Kranz,,CS76572,central_europe,,ylw_circle
7305,79.25,6.5,51.5,1.732050808,Salk,Pt-0,GER,Poetrau/Lauenburg,53.476,10.6065,Albert Kranz,,CS78915,admixed,,forbidden
7306,76.5,2.8867513459,49.75,1.707825128,Salk,Pog-0,CAN,Pog,49.2655,-123.206,Albert Kranz,,CS76576,western_europe,,blu_circle
7307,78.5,5.8022983952,72.33333333,7.571877794,Monsanto,Pn-0,FRA,Pn,48.0653,-2.96591,Albert Kranz,,CS77182,western_europe,,blu_circle
7308,84.75,5.5,54.5,3.696845502,,Po-0,GER,Poppelsdorf,50.7167,7.1,Albert Kranz,,,,,
7314,66,5.9441848334,42.25,2.217355783,Salk,Ragl-1,UK,Ragl,54.3512,-3.41697,Maarten Koornneef,,CS76583,admixed,,forbidden
7316,81.25,2.0615528128,89.25,30.77201109,Salk,Rhen-1,NED,Rhen,51.9667,5.56667,Maarten Koornneef,,CS78916,admixed,,forbidden
7319,58.5,4.2031734043,52.75,4.272001873,Salk,Rome-1,ITA,Rome,42,12.1,Maarten Koornneef,,CS76590,admixed,,forbidden
7320,80.75,3.8622100754,74.5,3.696845502,Salk,Rou-0,FRA,Rou,49.4424,1.09849,Albert Kranz,,CS76591,western_europe,,blu_circle
7322,76.5,9.9498743711,51.75,4.573474245,Mott,Rsch-4,RUS,Rsch,56.3,34,Albert Kranz,,CS77222,germany,,ltblu_circle
7323,75.75,6.0759087112,64.25,3.403429643,Salk,Rubezhnoe-1,UKR,Rubezhnoe,49,38.28,Igor Vizir,,CS76594,asia,,purple_circle
7327,64.5,6.2449979984,53.5,3.109126351,Salk,Sf-1,ESP,Sf,41.7833,3.03333,F. Laibach,,CS77246,spain,,pink_circle
7328,56.25,5.5602757725,51.33333333,1.527525232,Mott,Sf-2,ESP,Sf,41.7833,3.03333,Albert Kranz,,CS77247,spain,,pink_circle
7329,66.75,4.1129875598,42,3.366501646,,Santa Clara,USA,Santa Clara,37.21,-121.16,Angus Murphy,,,,,
7330,85.25,4.5734742447,49,1.825741858,,Sapporo-0,JPN,Sapporo,43.0553,141.346,Yoshie Hanzawa,,,,,
7332,64,5.2915026221,43.5,4.795831523,Salk,Seattle-0,USA,Seattle,47,-122.2,Rick Amasino,,CS76598,western_europe,,blu_circle
7333,68.75,4.5734742447,39.75,1.892969449,Salk,Sei-0,ITA,Sei,46.5438,11.5614,Albert Kranz,,CS76599,central_europe,,ylw_circle
7337,74.5,6.1913918737,47.5,3.696845502,Salk,Si-0,GER,Siegen,50.8738,8.02341,Albert Kranz,,CS76601,germany,,ltblu_circle
7342,83,3.1622776602,65,11.46007563,Salk,Su-0,UK,Su,53.6473,-3.00733,Albert Kranz,,CS76606,admixed,,forbidden
7343,72,7,51.25,1.707825128,Salk,Sp-0,GER,Berlin/Spandau,52.5339,13.181,Albert Kranz,,CS76603,south_sweden,,red_circle
7344,73.5,1.7320508076,47.66666667,2.081665999,Salk,Sg-1,GER,St.Georgen,47.6667,9.5,Albert Kranz,,CS76600,admixed,,forbidden
7346,78.25,2.0615528128,58.66666667,1.527525232,Monsanto,Sten-0,GER,Stendal,52.6058,11.8558,Albert Kranz,,CS77277,south_sweden,,red_circle
7347,64.75,4.9244289009,47,1.154700538,Salk,Stw-0,RUS,Stw,52,36,Albert Kranz,,CS76605,central_europe,,ylw_circle
7349,81.25,2.0615528128,52.75,4.787135539,Salk,Ta-0,CZE,Ta,49.5,14.5,Albert Kranz,,CS76608,central_europe,,ylw_circle
7350,80,1.6329931619,52,3.605551275,Salk,Tac-0,USA,Tac,47.2413,-122.459,Thomas Mitchell-Olds,,CS76609,central_europe,,ylw_circle
7351,97.3333333333,4.9328828623,72.66666667,9.073771726,,Ty-0,UK,Ty,56.4278,-5.23439,Albert Kranz,,,,,
7353,86,4.9665548086,70.5,5.916079783,Salk,Tha-1,NED,Tha,52.08,4.3,Maarten Koornneef,,CS76611,admixed,,forbidden
7354,100.25,15.1079449297,108.3333333,26.63331247,Salk,Ting-1,SWE,Ting,56.5,14.9,Maarten Koornneef,,CS76612,south_sweden,,red_circle
7355,80.75,5.3150729064,80.75,3.862210075,,Tiv-1,ITA,Tiv,41.96,12.8,Maarten Koornneef,,,,,
7356,88,3.559026084,64.33333333,3.214550254,"Salk,MPI",Tol-0,USA,Tol,41.6639,-83.5553,Scott Leisner,,CS76614,germany,,ltblu_circle
7372,83,4.9665548086,54.5,9.036961141,Salk,Tscha-1,AUT,Tscha,47.0748,9.9042,Maarten Koornneef,,CS76616,central_europe,,ylw_circle
7373,81.25,6.9462219947,54.75,0.957427108,Mott,Tsu-0,JPN,Tsu,34.43,136.31,Albert Kranz,,CS77389,admixed,,forbidden
7375,75.75,4.5734742447,54.25,2.872281323,,,,,,,,,,,,
7377,75.75,3.2015621187,59.75,0.957427108,Salk,Tul-0,USA,Tul,43.2708,-85.2563,Albert Kranz,,CS76618,germany,,ltblu_circle
7378,71.25,4.0311288741,52,3.741657387,Salk,Uk-1,GER,Umkirch,48.0333,7.7667,Albert Kranz,,CS76620,admixed,,forbidden
7382,55.5,4.5092497528,40,2.160246899,Salk,Utrecht,NED,Utrecht,52.0918,5.1145,Viola Willemsen,,CS76622,admixed,,forbidden
7383,60.5,4.7958315233,38,1.414213562,Salk,Van-0,CAN,Van,49.2655,-123.206,Albert Kranz,,CS76623,western_europe,,blu_circle
7384,76.25,2.2173557826,65.75,7.274384281,Salk,Ven-1,NED,Ven,52.0333,5.55,Maarten Koornneef,,CS76624,admixed,,forbidden
7387,60.75,4.9916597106,41.25,11.08677891,Salk,Vind-1,UK,Vind,54.9902,-2.3671,Maarten Koornneef,,CS76625,western_europe,,blu_circle
7394,56.75,5.9090326337,41.75,5.737304826,Salk,Wa-1,POL,Wa,52.3,21,Albert Kranz,,CS76626,admixed,,forbidden
7396,61.5,4.2031734043,51.5,1.290994449,Mott,Ws-0.2,RUS,Ws,52.3,30,Albert Kranz,,CS78857,central_europe,,ylw_circle
7404,68.5,3.8729833462,41.33333333,2.886751346,Salk,Wc-1,GER,Westercelle ,52.6,10.0667,Albert Kranz,,CS76627,admixed,,forbidden
7411,66,NA,54,2.828427125,Salk,Wl-0,GER,Wildbad,47.9299,10.8134,Albert Kranz,,CS76630,central_europe,,ylw_circle
7413,69.25,5.4390562907,48,4.546060566,Mott,Wil-2,LTU,Wil,54.6833,25.3167,Albert Kranz,,CS78856,central_europe,,ylw_circle
7415,72.25,8.5,45.25,2.061552813,Mott,Wu-0,GER,Wurzburg,49.7878,9.9361,Albert Kranz,,CS78858,germany,,ltblu_circle
7416,81.5,10.0829889748,78.66666667,3.511884584,Salk,Yo-0,USA,Yo,37.45,-119.35,Albert Kranz,,CS76633,germany,,ltblu_circle
7417,86.3333333333,6.5064070986,,,Mott,Zu-0,SUI,Zu,47.3667,8.55,Albert Kranz,,CS78880,western_europe,,blu_circle
7418,63.5,3.5118845843,46.25,1.892969449,Monsanto,Zu-1,SUI,Zu,47.3667,8.55,Albert Kranz,,CS78881,admixed,,forbidden
7419,69,5.2281290471,43.25,2.5,Salk,Db-1,GER,Tenne/Ts.,50.3058,8.32213,Albert Kranz,,CS76471,germany,,ltblu_circle
7424,57.75,6.9940450861,35.5,1.732050808,Salk,Jl-3,CZE,Br,49.2,16.6166,Albert Kranz,,CS76519,central_europe,,ylw_circle
7427,101,6.2182527021,91.5,6.608075867,Salk,Ko-2,DEN,UNKNOWN-Denmark,,,Albert Kranz,,CS76531,central_europe,,ylw_circle
7430,72.5,7.8528126596,42.25,1.5,Salk,Nc-1,FRA,Vermois,48.6167,6.25,Albert Kranz,,CS76559,admixed,,forbidden
7438,77.75,3.2015621187,65,11.16542282,,N13,RUS,Konchezero,61.36,34.15,Andy Savushkin,,,,,
7458,79.5,5.6862407031,52,1,,Ber,DEN,Hau,55.675,12.5687,George Redei,,,,,
7460,75,4.3588989435,37,2,Salk,Da(1)-12,CZE,Unknown - Czech Republic,,,Igor Vizir,,CS76470,central_europe,,ylw_circle
7461,68,3.4641016151,48.75,3.774917218,Salk,H55,CZE,Relichova,49,15,Igor Vizir,,CS76897,germany,,ltblu_circle
7471,56.25,5.123475383,34,0.816496581,Salk,RLD-1,UNK,UNKNOWN,,,Maarten Koornneef,,CS76588,admixed,,forbidden
7477,74,9.5916630466,52.25,3.774917218,Monsanto,WAR,USA,Lincoln Woods State Park,41.7302,-71.2825,Massimo Pigliucci,,CS78853,admixed,,forbidden
7514,80.25,5.123475383,57.33333333,1.527525232,Salk,RRS-7,USA,RRS,41.5609,-86.4251,Joy Bergelson,,CS76593,admixed,,forbidden
7515,73.75,4.5734742447,73.5,9.469248474,"MPI,Salk",RRS-10,USA,RRS,41.5609,-86.4251,Joy Bergelson,,CS76592,germany,,ltblu_circle
7516,105,6.9761498455,117,19.21804707,GMI,Vår2-1,SWE,Vår2,55.58,14.334,Magnus Nordborg,2000-06-01 00:00:00,CS78830,germany,,ltblu_circle
7517,115,2.9439202888,113.75,6.020797289,GMI,Vår2-6,SWE,Vår2,55.58,14.334,Magnus Nordborg,2000-06-01 00:00:00,CS78831,germany,,ltblu_circle
7518,93.25,6.849574196,80.66666667,3.055050463,,ÖMö2-1,SWE,ÖMö2,56.14,15.78,Magnus Nordborg,2000-05-14 0:00:00,,,,
7519,90.25,2.3629078131,89.66666667,2.516611478,,ÖMö2-3,SWE,ÖMö2,56.14,15.78,Magnus Nordborg,2000-05-14 0:00:00,,,,
7520,73.25,0.9574271078,48.75,3.774917218,Salk,Lp2-2,CZE,Lp2,49.38,16.81,Ivo Cetl,,CS76546,central_europe,,ylw_circle
7521,70.75,5.6199051,54,4,Salk,Lp2-6,CZE,Lp2,49.38,16.81,Ivo Cetl,1991-01-01 00:00:00,CS77052,central_europe,,ylw_circle
7522,93,2.1602468995,79.25,2.986078811,,Mr-0,ITA,Mr,44.15,9.65,Albert Kranz,,,,,
7523,80,9.7638790106,68.75,2.986078811,Salk,Pna-17,USA,PNA,42.0945,-86.3253,Joy Bergelson,,CS76575,germany,,ltblu_circle
7524,61.25,0.9574271078,40.75,1.258305739,,Rmx-A02,USA,RMX,42.036,-86.511,Joy Bergelson,,,,,
7525,63,4.2426406871,41.75,0.5,Salk,Rmx-A180,USA,RMX,42.036,-86.511,Joy Bergelson,,CS77218,germany,,ltblu_circle
7526,75.5,6.0277137733,71,4.242640687,,Pna-10,USA,PNA,42.0945,-86.3253,Joy Bergelson,,,,,
763,65.75,2.0615528128,39,2.943920289,Salk,Kar-1,KGZ,Karakol,42.3,74.3667,Olivier Loudet,2004-07-03 00:00:00,CS76522,asia,,purple_circle
765,56.75,6.1305247192,36.66666667,2.081665999,Salk,Sus-1,KGZ,Susamyr,42.1833,73.4,Olivier Loudet,2004-07-04 00:00:00,CS76607,asia,,purple_circle
766,63.5,5.0662280512,41.75,2.986078811,Salk,Dja-1,KGZ,Djarly,42.5833,73.6333,Olivier Loudet,2004-07-07 00:00:00,CS76473,asia,,purple_circle
768,76.5,7.7244201508,78.25,4.991659711,Salk,Zal-1,KGZ,Zalisky,42.8,76.35,Olivier Loudet,2004-07-18 00:00:00,CS76634,asia,,purple_circle
770,75.25,4.3493294502,72.25,12.81600562,,Kyr-1,KGZ,Kyrgyzata,40.046526,72.683613,Olivier Loudet,2004-07-25 00:00:00,,,,
7717,82.75,3.0956959368,76.25,8.261355821,Monsanto,KNO1.37,USA,Knox35,41.273,-86.625,Megan Dunning,2005-04-27 00:00:00,CS76972,germany,,ltblu_circle
772,67.5,3.8729833462,43.5,2.645751311,Salk,Neo-6,TJK,Neo-Shahdara,37.35,72.4667,Olivier Loudet,2004-07-25 00:00:00,CS76560,asia,,purple_circle
7917,82.25,4.7871355388,68.75,7.889866919,Monsanto,PNA3.10,USA,PNA,42.0945,-86.3253,Megan Dunning,2005-05-04 00:00:00,CS77183,germany,,ltblu_circle
7947,82.25,3.5,81.5,13.47837775,Monsanto,PNA3.40,USA,PNA,42.0945,-86.3253,Megan Dunning,2005-05-04 00:00:00,CS77184,germany,,ltblu_circle
801,94.75,5.5602757725,88.25,2.061552813,Monsanto,KYC-33,USA,KYC,37.9169,-84.4639,Kathleen Donohue,1999-05-04 00:00:00,CS76992,germany,,ltblu_circle
