id,FT10_mean,FT10_sd,FT16_mean,FT16_sd,seq_by,name,country,sitename,latitude,longitude,collector,collectiondate,CS_number,group,relict,icon
9512,51.25,5.8523499554,40.25,2.362907813,Monsanto,IP-Vid-1,POR,,38.22,-7.84,Carlos Alonso-Blanco,00/01/2005,CS78842,spain,,pink_circle
9513,71.75,4.5,63.33333333,6.506407099,Monsanto,IP-Adc-5,ESP,,38.77,-4.07,Carlos Alonso-Blanco,00/01/2003,CS76646,admixed,,forbidden
9514,72.5,3.8729833462,83.33333333,0.577350269,Monsanto,IP-Adm-0,ESP,,39.15,-4.54,Carlos Alonso-Blanco,00/01/2003,CS76647,spain,,pink_circle
9515,56.25,3.4034296428,51.25,2.986078811,Monsanto,IP-Ala-0,ESP,,39.72,-6.89,Carlos Alonso-Blanco,00/01/2007,CS76650,spain,,pink_circle
9516,67.75,4.6457866216,58.66666667,4.509249753,,IP-Ali-1,ESP,,39.9,-5.09,Carlos Alonso-Blanco,00/01/2008,,,,
9517,64,6.7823299831,35.75,0.5,Monsanto,IP-All-0,ESP,,42.19,-7.8,Carlos Alonso-Blanco,00/01/2007,CS76659,western_europe,,blu_circle
9518,92,3.559026084,87.5,0.707106781,Monsanto,IP-Alm-0,ESP,,39.88,-0.36,Carlos Alonso-Blanco,2004-12-31 0:00:00,CS76660,spain,Y,pink_circle
9519,77.25,4.1932485418,64.5,1.290994449,Monsanto,IP-Ang-0,ESP,,41.94,2.64,Xavier Picó,00/01/2005,CS78886,spain,,pink_circle
9520,113.5,13.5277492585,120.5,10.87811258,Monsanto,IP-Ara-4,ESP,,41.7,-3.68,Carlos Alonso-Blanco,00/01/2006,CS76670,spain,,pink_circle
9521,69.75,4.2720018727,68,10.44030651,Monsanto,IP-Bar-1,ESP,,41.43,2.13,Xavier Picó,00/01/2005,CS76689,spain,,pink_circle
9522,59,6.6833125519,60.33333333,7.023769169,Monsanto,IP-Bea-0,ESP,,36.52,-5.27,Carlos Alonso-Blanco,00/01/2004,CS76695,spain,,pink_circle
9523,86.75,6.1305247192,84.66666667,6.658328118,Monsanto,IP-Ben-0,ESP,,38.37,-2.66,Carlos Alonso-Blanco,00/01/2005,CS76700,admixed,,forbidden
9524,97.25,3.5939764421,99.66666667,8.020806277,Monsanto,IP-Ber-0,ESP,,42.52,-0.56,Carlos Alonso-Blanco,00/01/2005,CS78887,spain,,pink_circle
9525,91.75,3.6855573979,81.25,4.787135539,Monsanto,IP-Bis-0,ESP,,42.49,0.54,Xavier Picó,00/01/2005,CS76711,spain,,pink_circle
9526,65,8.0415587212,56.33333333,4.932882862,Monsanto,IP-Cab-3,ESP,,41.54,2.39,Xavier Picó,00/01/2006,CS76738,spain,,pink_circle
9527,86.25,6.3966136875,76.5,1,Monsanto,IP-Cad-0,ESP,,40.37,-5.74,Carlos Alonso-Blanco,00/01/2002,CS76739,admixed,,forbidden
9528,105.3333333333,16.8621864933,89.5,9.192388155,Monsanto,IP-Cal-0,ESP,,40.94,-1.37,Carlos Alonso-Blanco,00/01/2004,CS78890,spain,,pink_circle
9529,65,4.2426406871,63,8.755950358,Monsanto,IP-Cap-1,ESP,,36.97,-3.36,Carlos Alonso-Blanco,00/01/2006,CS76741,admixed,,forbidden
9530,90.5,3.8729833462,123,NA,Monsanto,IP-Car-1,ESP,,38.25,-4.32,Carlos Alonso-Blanco,00/01/2004,CS76742,admixed,,forbidden
9531,91,4.3204937989,92,0.816496581,Monsanto,IP-Cdc-3,ESP,,41.21,-4.54,Carlos Alonso-Blanco,00/01/2004,CS76761,spain,,pink_circle
9532,106,2.9439202888,108.6666667,6.806859286,Monsanto,IP-Cdo-0,ESP,,42.23,-4.64,Carlos Alonso-Blanco,00/01/2004,CS76762,spain,,pink_circle
9533,89,4.5460605657,79,2.645751311,Monsanto,IP-Cem-0,ESP,,41.15,-4.32,Carlos Alonso-Blanco,2004-12-31 0:00:00,CS76763,relict,Y,grn_circle
9534,69.75,4.2720018727,65.66666667,6.658328118,Monsanto,IP-Cmo-3,ESP,,40.05,-4.65,Carlos Alonso-Blanco,00/01/2005,CS76774,spain,,pink_circle
9535,93.5,3.3166247904,89,2.828427125,Monsanto,IP-Coc-1,ESP,,42.31,3.19,Xavier Picó,00/01/2005,CS76776,spain,,pink_circle
9536,99,1,103,7.071067812,Monsanto,IP-Cor-0,ESP,,40.83,-2,Carlos Alonso-Blanco,2004-12-31 0:00:00,CS76782,admixed,Y,forbidden
9537,64.25,3.8622100754,56,8.831760866,Monsanto,IP-Cum-1,ESP,,38.07,-6.66,Carlos Alonso-Blanco,00/01/2002,CS76787,spain,,pink_circle
9538,82.5,13.7719521734,98,7.071067812,,IP-Cur-4,ESP,,43.12,-8.09,Carlos Alonso-Blanco,00/01/2004,,,,
9539,78.5,7,91.25,1.258305739,Monsanto,IP-Deh-1,ESP,,40.29,-6.67,Carlos Alonso-Blanco,00/01/2005,CS76793,spain,,pink_circle
9540,75.25,8.4212033978,88.25,5.188127472,Monsanto,IP-Elb-0,ESP,,41.81,2.34,Xavier Picó,00/01/2005,CS76838,spain,,pink_circle
9541,68.5,5.5677643628,61.5,7.141428429,Monsanto,IP-Fue-2,ESP,,38.26,-5.42,Carlos Alonso-Blanco,00/01/2003,CS76871,spain,,pink_circle
9542,90,6.582805886,107.25,5.315072906,Monsanto,IP-Fun-0,ESP,,40.79,-4.05,Carlos Alonso-Blanco,2005-12-31 0:00:00,CS76872,relict,Y,grn_circle
9543,94.3333333333,4.5092497528,89.66666667,9.291573243,Monsanto,IP-Gra-0,ESP,,36.77,-5.39,Xavier Picó,2005-12-31 0:00:00,CS76886,relict,Y,grn_circle
9544,57.25,2.2173557826,53.5,2.516611478,Monsanto,IP-Gua-1,ESP,,39.4,-5.33,Carlos Alonso-Blanco,00/01/2005,CS76894,spain,,pink_circle
9545,83.5,9.5742710776,101,5.656854249,Monsanto,IP-Her-12,ESP,,39.4,-5.78,Carlos Alonso-Blanco,2004-12-31 0:00:00,CS76920,relict,Y,grn_circle
9546,148.5,11.5036226178,NA,NA,Monsanto,IP-Hom-4,ESP,,40.82,-1.68,Carlos Alonso-Blanco,00/01/2006,CS76929,spain,,pink_circle
9547,79.25,4.1932485418,70,2.708012802,Monsanto,IP-Hor-0,ESP,,41.67,2.62,Xavier Picó,00/01/2005,CS76930,spain,,pink_circle
9548,128,3.829708431,NA,NA,Monsanto,IP-Hoy-0,ESP,,40.4,-5,Carlos Alonso-Blanco,00/01/2004,CS76939,admixed,,forbidden
9549,91,4.8304589154,106.6666667,10.69267662,Monsanto,IP-Hum-2,ESP,,42.23,-3.69,Carlos Alonso-Blanco,2006-12-31 0:00:00,CS76943,relict,Y,grn_circle
9550,130.25,17.951323071,132,NA,Monsanto,IP-Iso-4,ESP,,43.05,-5.37,Carlos Alonso-Blanco,2006-12-31 0:00:00,CS76946,relict,Y,grn_circle
9551,102,10.4243305141,123,NA,Monsanto,IP-Jim-1,ESP,,42.28,-5.92,Carlos Alonso-Blanco,00/01/2007,CS76955,admixed,,forbidden
9552,128.75,9.0323492699,NA,NA,Monsanto,IP-Lab-7,ESP,,40.87,-4.5,Carlos Alonso-Blanco,00/01/2007,CS76995,admixed,,forbidden
9553,100.75,1.5,106,NA,Monsanto,IP-Ldd-0,ESP,,41.58,-4.71,Carlos Alonso-Blanco,00/01/2004,CS77012,spain,,pink_circle
9554,94,4.0824829046,104.25,6.551081336,Monsanto,IP-Lso-0,ESP,,38.86,-3.16,Carlos Alonso-Blanco,2004-12-31 0:00:00,CS77055,relict,Y,grn_circle
9555,93.5,10.246950766,100,14.16568624,Monsanto,IP-Mar-1,ESP,,39.58,-3.93,Carlos Alonso-Blanco,2003-12-31 0:00:00,CS77068,relict,Y,grn_circle
9556,76.25,10.1447851957,65,8.326663998,Monsanto,IP-Men-2,ESP,,39.66,-4.34,Xavier Picó,00/01/2004,CS77081,spain,,pink_circle
9557,107.25,3.4034296428,112,NA,Monsanto,IP-Moa-0,ESP,,42.46,0.7,Carlos Alonso-Blanco,00/01/2004,CS77102,spain,,pink_circle
9558,96.5,3.6968455021,114.6666667,7.767453465,Monsanto,IP-Moc-11,ESP,,41.57,-5.64,Carlos Alonso-Blanco,00/01/2004,CS77103,admixed,,forbidden
9559,56.75,2.3629078131,66.5,26.85144316,Monsanto,IP-Mon-5,ESP,,38.06,-4.38,Carlos Alonso-Blanco,00/01/2004,CS77107,admixed,,forbidden
9560,69.25,7.9320026895,53.75,10.68877916,Monsanto,IP-Mot-0,ESP,,38.19,-6.24,Carlos Alonso-Blanco,00/01/2005,CS77109,spain,,pink_circle
9561,101,3.559026084,92,NA,Monsanto,IP-Mun-0,ESP,,40.71,-5.04,Carlos Alonso-Blanco,00/01/2006,CS77114,admixed,,forbidden
9562,93.25,5.2519837522,83.5,30.03886372,Monsanto,IP-Mur-0,ESP,,41.67,2,Xavier Picó,00/01/2003,CS77115,spain,,pink_circle
9563,80.25,5.6789083458,73.33333333,2.516611478,,IP-Nav-0,ESP,,40.42,-4.65,Carlos Alonso-Blanco,00/01/2004,,,,
9564,122.25,12.4197423484,NA,NA,Monsanto,IP-Nog-17,ESP,,40.45,-1.6,Xavier Picó,00/01/2004,CS77129,spain,,pink_circle
9565,74.5,3.5118845843,72.33333333,6.110100927,Monsanto,IP-Orb-10,ESP,,42.97,-1.23,Carlos Alonso-Blanco,00/01/2004,CS77152,admixed,,forbidden
9566,104,7.5277265271,134,NA,,IP-Oso-0,ESP,,42.44,-4.36,Carlos Alonso-Blanco,00/01/2005,,,,
9567,113,10.2306728355,103.5,3.535533906,Monsanto,IP-Pal-0,ESP,,42.34,1.3,Xavier Picó,00/01/2006,CS77159,spain,,pink_circle
9568,103.75,3.0956959368,109.5,3.696845502,Monsanto,IP-Pan-0,ESP,,42.76,-0.23,Carlos Alonso-Blanco,00/01/2005,CS77160,spain,,pink_circle
9569,99,4.6904157598,96.5,4.358898944,Monsanto,IP-Pds-1,ESP,,42.87,-6.45,Carlos Alonso-Blanco,00/01/2005,CS77166,western_europe,,blu_circle
9570,105,10.2306728355,104.6666667,13.65039682,,IP-Pob-0,ESP,,41.35,1.03,Xavier Picó,00/01/2004,,,,
9571,56.5,8.1853527719,35.25,3.304037934,Monsanto,IP-Pro-0,ESP,,43.28,-6.01,Carlos Alonso-Blanco,00/01/2001,CS78914,western_europe,,blu_circle
9572,111.25,4.5734742447,92.5,31.33156023,,IP-Pue-0,ESP,,42.75,-3.05,Carlos Alonso-Blanco,00/01/2004,,,,
9573,70.25,6.1846584384,60,5.291502622,Monsanto,IP-Rds-0,ESP,,41.86,2.99,Xavier Picó,00/01/2005,CS77206,spain,,pink_circle
9574,112,6.9761498455,NA,NA,Monsanto,IP-Rel-0,ESP,,38.6,-2.7,Carlos Alonso-Blanco,2004-12-31 0:00:00,CS77209,relict,,grn_circle
9575,118.5,5.1961524227,136,NA,,IP-Ren-6,ESP,,42.77,-4.21,Carlos Alonso-Blanco,00/01/2006,,,,
9576,106,3.1622776602,106.5,16.26345597,Monsanto,IP-Rev-0,ESP,,40.86,-4.11,Carlos Alonso-Blanco,00/01/2007,CS77213,admixed,,forbidden
9577,99.5,4.5092497528,123.5,14.8492424,Monsanto,IP-Ria-0,ESP,,42.34,2.17,Xavier Picó,00/01/2006,CS77216,spain,,pink_circle
9578,75.25,6.9462219947,59.25,3.593976442,Monsanto,IP-Sac-0,ESP,,42.13,-6.7,Carlos Alonso-Blanco,00/01/2007,CS77229,western_europe,,blu_circle
9579,77,7.2571803524,79.25,5.5,Monsanto,IP-San-10,ESP,,38.33,-3.51,Carlos Alonso-Blanco,00/01/2003,CS77232,admixed,,forbidden
9580,78.25,6.3966136875,71,4.242640687,,IP-Scm-0,ESP,,38.68,-3.57,Carlos Alonso-Blanco,00/01/2004,,,,
9581,111,7.0710678119,118.5,6.363961031,Monsanto,IP-Sdv-3,ESP,,42.84,-5.12,Carlos Alonso-Blanco,00/01/2004,CS77242,admixed,,forbidden
9582,95.75,16.8399326998,93.75,11.08677891,Monsanto,IP-Ses-0,ESP,,41.48,-1.63,Carlos Alonso-Blanco,00/01/2005,CS77244,spain,,pink_circle
9583,96.75,4.716990566,89.5,7.681145748,Monsanto,IP-Sne-0,ESP,,37.09,-3.38,Carlos Alonso-Blanco,1999-12-31 0:00:00,CS77258,relict,Y,grn_circle
9584,88.5,5.8022983952,85.5,7.85281266,Monsanto,IP-Stp-0,ESP,,41.19,-3.58,Carlos Alonso-Blanco,00/01/2003,CS77283,spain,,pink_circle
9585,52.25,3.3040379336,32,0.816496581,Monsanto,IP-Svi-0,ESP,,43.4,-7.39,Carlos Alonso-Blanco,00/01/2004,CS77287,western_europe,,blu_circle
9586,97.5,14.059397806,NA,NA,Monsanto,IP-Tam-0,ESP,,41.03,-3.27,Carlos Alonso-Blanco,00/01/2004,CS77340,spain,,pink_circle
9587,101,3.4641016151,101.75,10.46820583,Monsanto,IP-Tdc-0,ESP,,41.5,-1.88,Carlos Alonso-Blanco,00/01/2004,CS77344,spain,,pink_circle
9588,85,5.6568542495,79.33333333,17.7857621,Monsanto,IP-Tol-7,ESP,,42.11,0.6,Xavier Picó,00/01/2005,CS77371,spain,,pink_circle
9589,85.75,6.1846584384,77.33333333,5.507570547,Monsanto,IP-Tor-1,ESP,,41.6,-2.83,Carlos Alonso-Blanco,00/01/2003,CS77378,spain,,pink_circle
9590,51.25,4.2720018727,50.5,29.08034846,Monsanto,IP-Trs-0,ESP,,43.37,-5.49,Carlos Alonso-Blanco,00/01/2004,CS77387,western_europe,,blu_circle
9591,67,3.559026084,46,0.816496581,Monsanto,IP-Vad-0,ESP,,42.86,-3.59,Carlos Alonso-Blanco,00/01/2004,CS78826,admixed,,forbidden
9592,95,5.9441848334,100,1,Monsanto,IP-Vae-2,ESP,,42.1,-5.44,Carlos Alonso-Blanco,00/01/2004,CS78827,admixed,,forbidden
9593,109.5,4.6547466813,109,7.393691004,Monsanto,IP-Vaz-0,ESP,,42.26,-2.99,Carlos Alonso-Blanco,00/01/2005,CS78836,spain,,pink_circle
9594,95,2.5819888975,110.6666667,10.26320288,Monsanto,IP-Vdm-0,ESP,,42.04,1.01,Carlos Alonso-Blanco,00/01/2006,CS78837,spain,,pink_circle
9595,80.5,3.109126351,66.75,1.892969449,Monsanto,IP-Vdt-0,ESP,,40.89,-5.5,Carlos Alonso-Blanco,00/01/2004,CS78838,admixed,,forbidden
9596,73,2.4494897428,61,2.160246899,Monsanto,IP-Ver-5,ESP,,41.95,-7.45,Carlos Alonso-Blanco,00/01/2005,CS78841,admixed,,forbidden
9597,69.75,3.8622100754,60.66666667,7.637626158,Monsanto,IP-Vig-1,ESP,,42.31,-2.53,Carlos Alonso-Blanco,00/01/2003,CS78843,spain,,pink_circle
9598,87,4.7609522857,91,10.14889157,Monsanto,IP-Vim-0,ESP,,41.88,-6.51,Carlos Alonso-Blanco,2005-12-31 0:00:00,CS78844,relict,Y,grn_circle
9599,84.75,8.995369179,90.25,1.258305739,Monsanto,IP-Vin-0,ESP,,42.8,-5.77,Carlos Alonso-Blanco,00/01/2005,CS78846,western_europe,,blu_circle
9600,89.5,8.5049005481,73,9.38083152,Monsanto,IP-Vis-0,ESP,,39.85,-6.04,Carlos Alonso-Blanco,2005-12-31 0:00:00,CS78848,relict,Y,grn_circle
9601,97,2.4494897428,77,28.31960452,Monsanto,IP-Voz-0,ESP,,41.85,-1.88,Carlos Alonso-Blanco,00/01/2004,CS78849,spain,,pink_circle
9602,77.25,3.5939764421,75.33333333,3.214550254,Monsanto,IP-Vpa-1,ESP,,40.5,-3.96,Carlos Alonso-Blanco,00/01/2004,CS78850,spain,,pink_circle
9603,96,4,98,7.527726527,,IP-Vpe-3,ESP,,42.83,-4.72,Carlos Alonso-Blanco,00/01/2004,,,,
9604,109.25,4.7871355388,134.6666667,7.371114796,,IP-Yan-1,ESP,,42.1,-2.35,Carlos Alonso-Blanco,00/01/2005,,,,
9605,104,5.5976185412,115.5,5.446711546,,IP-Zar-0,ESP,,40.55,-4.19,Carlos Alonso-Blanco,00/01/2005,,,,
9606,63,2.4494897428,41,1.632993162,Monsanto,Aitba-1,MAR,,31.48,-7.45,0,1999-12-30 0:00:00,CS76649,relict,,grn_circle
9607,88.75,4.7871355388,107.6666667,2.309401077,Monsanto,Panik-1,RUS,,53.05,52.15,0,12/30/99,CS77161,asia,,purple_circle
9608,58,3.7416573868,45.25,2.5,Monsanto,Karag-2,RUS,,51.37,59.44,0,12/30/99,CS76961,asia,,purple_circle
9609,74.5,8.7368949481,51,12.67543556,Monsanto,Adam-1,RUS,,51.41,59.98,0,12/30/99,CS76645,asia,,purple_circle
9610,82.25,7.8049129826,69.5,2.081665999,Monsanto,Lesno-4,RUS,,53.04,51.96,0,12/30/99,CS77034,asia,,purple_circle
9611,73.5,8.1853527719,68,2.828427125,Monsanto,Lesno-1,RUS,,53.04,51.9,0,12/30/99,CS77032,asia,,purple_circle
9612,86.5,3.109126351,71.5,5.196152423,Monsanto,Lesno-2,RUS,,53.04,51.94,0,12/30/99,CS77033,asia,,purple_circle
9613,81.75,5.8523499554,71.66666667,9.073771726,Monsanto,Balan-1,RUS,,55.36,61.41,0,12/30/99,CS76687,italy_balkan_caucasus,,wht_circle
9614,85.5,11.6189500386,86.75,5.188127472,,Kurga-3,RUS,,55.53,65.33,0,12/30/99,,,,
9615,85.75,3.3040379336,86,3.464101615,Monsanto,Parti-1,RUS,,52.99,52.16,0,12/30/99,CS77163,asia,,purple_circle
9616,93.5,6.4549722437,110.75,19.9728983,Monsanto,Krazo-1,RUS,,53.06,51.96,0,12/30/99,CS76984,asia,,purple_circle
9617,70.75,6.2915286961,66,4.69041576,Monsanto,Karag-1,RUS,,51.37,59.44,0,12/30/99,CS76960,asia,,purple_circle
9618,89.25,8.8459030065,85.5,6.557438524,,Kurga-2,RUS,,55.61,65.08,0,12/30/99,,,,
9619,77.3333333333,4.0414518843,83,4.242640687,Monsanto,Basta-1,RUS,,51.84,79.48,0,12/30/99,CS76691,asia,,purple_circle
9620,89.75,7.0415433914,74.33333333,4.163331999,Monsanto,Basta-2,RUS,,51.82,79.48,0,12/30/99,CS76692,asia,,purple_circle
9621,92,5.3541261347,90.5,6.806859286,Monsanto,Basta-3,RUS,,51.84,79.46,0,12/30/99,CS76693,asia,,purple_circle
9622,92,3.1622776602,81.66666667,12.09683154,Monsanto,Bijisk-4,RUS,,52.52,85.27,0,12/30/99,CS76707,admixed,,forbidden
9623,78.25,8.2209083034,72,NA,,Chaba-1,RUS,,53.6,79.39,0,12/30/99,,,,
9624,79.5,6.6583281185,74.33333333,9.018499506,Monsanto,Chaba-2,RUS,,53.6,79.37,0,12/30/99,CS76767,asia,,purple_circle
9625,91.75,5.0579969685,101.5,16.26345597,Monsanto,Kolyv-2,RUS,,51.31,82.59,0,12/30/99,CS76977,asia,,purple_circle
9626,77.3333333333,3.7859388972,70.25,5.315072906,Monsanto,Kolyv-3,RUS,,51.36,82.59,0,12/30/99,CS76978,asia,,purple_circle
9627,90.5,10.6301458127,88.25,3.862210075,Monsanto,Kolyv-5,RUS,,51.32,82.55,0,12/30/99,CS76979,asia,,purple_circle
9628,78.5,3,69.25,8.770214745,Monsanto,Kolyv-6,RUS,,51.33,82.54,0,12/30/99,CS76980,asia,,purple_circle
9629,98,7.118052168,74.66666667,3.511884584,Monsanto,K-oze-1,RUS,,51.35,82.18,0,12/30/99,CS76957,asia,,purple_circle
9630,84.75,3.4034296428,79.5,4.041451884,Monsanto,K-oze-3,RUS,,51.34,82.16,0,12/30/99,CS76958,asia,,purple_circle
9631,98.5,5.9721576224,140,NA,Monsanto,Lebja-1,RUS,,51.65,80.79,0,12/30/99,CS77015,asia,,purple_circle
9632,92,2.8284271247,90.33333333,9.865765725,Monsanto,Lebja-2,RUS,,51.67,80.82,0,12/30/99,CS77016,asia,,purple_circle
9633,88.25,10.1447851957,77,7.549834435,Monsanto,Lebja-4,RUS,,51.63,80.83,0,12/30/99,CS77017,asia,,purple_circle
9634,91,3.1622776602,98,6.480740698,Monsanto,Masl-1,RUS,,54.13,81.31,0,12/30/99,CS77073,asia,,purple_circle
9635,93.25,1.2583057392,84.66666667,8.96288644,Monsanto,Nosov-1,RUS,,51.87,80.6,0,12/30/99,CS77130,asia,,purple_circle
9636,109.75,5.4390562907,141,NA,Monsanto,Noveg-1,RUS,,51.75,80.82,0,12/30/99,CS77131,asia,,purple_circle
9637,81.25,2.9860788112,82.5,9.469248474,Monsanto,Noveg-2,RUS,,51.77,80.85,0,12/30/99,CS77132,asia,,purple_circle
9638,88.25,8.5391256383,87.66666667,11.15048579,Monsanto,Noveg-3,RUS,,51.73,80.86,0,12/30/99,CS77133,asia,,purple_circle
9639,78,5.5976185412,73.25,6.448514041,Monsanto,Panke-1,RUS,,53.82,80.31,0,12/30/99,CS77162,asia,,purple_circle
9640,92.75,2.0615528128,80.75,1.5,Monsanto,Rakit-1,RUS,,51.87,80.06,0,12/30/99,CS77202,asia,,purple_circle
9641,82.6666666667,7.0945988846,87.66666667,10.5039675,Monsanto,Rakit-2,RUS,,51.9,80.06,0,12/30/99,CS77203,asia,,purple_circle
9642,95.5,1.2909944487,86,5.830951895,Monsanto,Rakit-3,RUS,,51.84,80.06,0,12/30/99,CS77204,asia,,purple_circle
9643,85,4.2426406871,79,1.825741858,Monsanto,Sever-1,RUS,,52.1,79.31,0,12/30/99,CS77245,asia,,purple_circle
9644,76.75,2.6299556397,69,10.09950494,Monsanto,Zupan-1,CRO,,45.07,18.72,0,12/30/99,CS78882,central_europe,,ylw_circle
9645,77.5,3.3166247904,66.25,8.883505314,Monsanto,Gradi-1,CRO,,45.17,18.7,0,12/30/99,CS76887,central_europe,,ylw_circle
9646,62.5,6.1913918737,55.25,3.5,Monsanto,Aiell-1,,,,,,,CS76648,italy_balkan_caucasus,,wht_circle
9647,67.75,2.5,55,2.160246899,Monsanto,Basen-1,ITA,,40.37,16.77,0,12/30/99,CS76690,italy_balkan_caucasus,,wht_circle
9648,60,7.5277265271,61,2.828427125,Monsanto,Bisig-1,ITA,,39.48,16.28,0,12/30/99,CS76712,italy_balkan_caucasus,,wht_circle
9649,76.25,5.5602757725,67.25,2.986078811,Monsanto,Bivio-1,ITA,,39.13,16.17,0,12/30/99,CS76713,italy_balkan_caucasus,,wht_circle
9650,83.25,7.1355915429,95,6.08276253,,Corig-1,ITA,,39.6,16.51,0,12/30/99,,,,
9651,64,3.559026084,49.66666667,6.658328118,Monsanto,Filet-1,ITA,,40.68,14.87,0,12/30/99,CS76858,italy_balkan_caucasus,,wht_circle
9652,64.25,3.4034296428,62.5,2.645751311,,Fondi-1,ITA,,41.36,13.4,0,12/30/99,,,,
9653,59.5,4.4347115652,52.5,3.415650255,Monsanto,Giffo-1,ITA,,38.44,16.13,0,12/30/99,CS76878,italy_balkan_caucasus,,wht_circle
9654,62.25,3.2015621187,59,10.16530045,,Liri-1,ITA,,41.41,13.77,0,12/30/99,,,,
9655,79,2.1602468995,71.66666667,3.785938897,Monsanto,Marce-1,ITA,,38.92,16.47,0,12/30/99,CS77071,italy_balkan_caucasus,,wht_circle
9656,78.25,6.1305247192,89,6.08276253,Monsanto,Marti-1,ITA,,40.64,17.31,0,12/30/99,CS77072,italy_balkan_caucasus,,wht_circle
9657,58.5,6.8068592856,48,2.828427125,Monsanto,Melic-1,ITA,,38.45,16.04,0,12/30/99,CS77078,italy_balkan_caucasus,,wht_circle
9658,71.3333333333,11.5902257671,66.5,0.577350269,Monsanto,Nicas-1,ITA,,38.97,16.34,0,12/30/99,CS77127,italy_balkan_caucasus,,wht_circle
9659,71.25,1.7078251277,66.66666667,1.527525232,Monsanto,Pigna-1,ITA,,41.18,14.18,0,12/30/99,CS77177,italy_balkan_caucasus,,wht_circle
9660,53.25,7.889866919,40,1.825741858,Monsanto,Sarno-1,ITA,,40.84,14.57,0,12/30/99,CS77236,italy_balkan_caucasus,,wht_circle
9661,55.25,6.849574196,42,4,Monsanto,Cimin-1,ITA,,39.58,16.21,0,12/30/99,CS76771,italy_balkan_caucasus,,wht_circle
9662,80,3.1622776602,70.33333333,1.527525232,,Stilo-1,ITA,,38.47,16.47,0,12/30/99,,,,
9663,69.75,4.7871355388,69.33333333,1.527525232,Monsanto,Teano-1,ITA,,41.33,14.09,0,12/30/99,CS77357,admixed,,forbidden
9664,85.5,3.109126351,109.6666667,8.504900548,Monsanto,Mitterberg-1-179,ITA,,46.36,11.28,0,12/30/99,CS78907,central_europe,,ylw_circle
9665,85.5,4.2031734043,86.66666667,12.85820101,Monsanto,Mitterberg-1-180,ITA,,46.36,11.28,0,12/30/99,CS78908,central_europe,,ylw_circle
9666,86.5,8.6602540378,112,8.485281374,Monsanto,Mitterberg-1-182,ITA,,46.36,11.28,0,12/30/99,CS78909,central_europe,,ylw_circle
9667,89,4.7609522857,107,5.656854249,Monsanto,Mitterberg-1-183,ITA,,46.36,11.28,0,12/30/99,CS78910,central_europe,,ylw_circle
9668,82.5,6.5574385243,79.5,8.504900548,Monsanto,Mitterberg-2-184,ITA,,46.37,11.28,0,12/30/99,CS77085,central_europe,,ylw_circle
9669,81,9.9331096172,86,14.14213562,Monsanto,Mitterberg-2-185,ITA,,46.37,11.28,0,12/30/99,CS77086,central_europe,,ylw_circle
9670,105.5,12.2610494385,112.5,14.79864859,Monsanto,Mitterberg-2-186,ITA,,46.37,11.28,0,12/30/99,CS77087,central_europe,,ylw_circle
9671,90.5,11.7898261226,95,12.489996,Monsanto,Mitterberg-3-187,ITA,,46.37,11.28,0,12/30/99,CS77088,central_europe,,ylw_circle
9672,85.3333333333,8.1445278152,90.5,7.778174593,Monsanto,Mitterberg-3-188,ITA,,46.37,11.28,0,12/30/99,CS77089,central_europe,,ylw_circle
9673,87.5,4.9328828623,99.66666667,16.19670748,Monsanto,Mitterberg-3-189,ITA,,46.37,11.28,0,12/30/99,CS77090,central_europe,,ylw_circle
9674,86.75,8.3416625042,85,NA,,Mitterberg-4-190,ITA,,46.37,11.29,0,12/30/99,,,,
9675,78,5.0990195136,117,NA,,Mitterberg-4-191,ITA,,46.37,11.29,0,12/30/99,,,,
9676,87.75,5.9651767227,89,6.557438524,Monsanto,Mitterberg-4-192,ITA,,46.37,11.29,0,12/30/99,CS77093,central_europe,,ylw_circle
9677,81.75,1.2583057392,110.5,19.09188309,Monsanto,Mitterberg-4-193,ITA,,46.37,11.29,0,12/30/99,CS77094,central_europe,,ylw_circle
9678,69,8.2865352631,87,29.86636905,Monsanto,Mitterberg-4-194,ITA,,46.37,11.29,0,12/30/99,CS77095,central_europe,,ylw_circle
9679,69.25,5.8523499554,79.75,8.61684397,Monsanto,Castelfed-1-195,ITA,,46.34,11.29,0,12/30/99,CS76744,central_europe,,ylw_circle
9680,62.75,2.6299556397,59.33333333,2.081665999,Monsanto,Castelfed-1-196,ITA,,46.34,11.29,0,12/30/99,CS76745,central_europe,,ylw_circle
9681,66.25,1.8929694486,92.25,15.94521872,Monsanto,Castelfed-1-197,ITA,,46.34,11.29,0,12/30/99,CS76746,central_europe,,ylw_circle
9682,77.75,5.6789083458,74.75,10.4363148,Monsanto,Castelfed-1-198,ITA,,46.34,11.29,0,12/30/99,CS76747,central_europe,,ylw_circle
9683,64,4.2426406871,71.75,8.61684397,Monsanto,Castelfed-1-199,ITA,,46.34,11.29,0,12/30/99,CS76748,central_europe,,ylw_circle
9684,84,9.8319208025,89.5,5.567764363,Monsanto,Castelfed-2-200,ITA,,46.34,11.29,0,12/30/99,CS76749,central_europe,,ylw_circle
9685,84.75,10.3400515795,89.75,9.287087811,Monsanto,Castelfed-2-201,ITA,,46.34,11.29,0,12/30/99,CS76750,central_europe,,ylw_circle
