tg_ecotypeid name country latitude longitude seq_by neanderthal
9834 Cho-0 ESP 40.51 -3.9 Monsanto NO
9835 Cir-0 ESP 40.61 -6.57 Monsanto NO
9836 Cod-0 ESP 41.25 -1.32 Monsanto NO
9837 Con-0 ESP 37.94 -5.6 Monsanto YES
9838 Cot-0 ESP 41.83 -5.38 Monsanto NO
9839 Coy-0 ESP 40.44 -4.27 Monsanto NO
9840 Dar-0 ESP 41.13 -1.43 Monsanto NO
9841 Ees-0 ESP 40.59 -4.15 Monsanto NO
9843 Elp-0 ESP 40.53 -3.92 Monsanto NO
9844 Esn-2 ESP 42.27 0.19 Monsanto NO
9845 Evs-0 ESP 40.48 -3.96 Monsanto NO
9846 Ezc-2 ESP 42.31 -3.02 Monsanto NO
9847 Fel-2 ESP 43.31 -5.7 Monsanto NO
9848 Glo-1 ESP 40.11 -5.77 Monsanto NO
9849 Gud-3 ESP 40.65 -4.11 Monsanto NO
9850 Hec-0 ESP 42.86 -0.7 Monsanto NO
9851 Hue-3 ESP 42.96 -6.1 Monsanto NO
9852 Ini-0 ESP 40.46 -3.75 Monsanto NO
9853 Lac-0 ESP 43.33 -5.91 Monsanto NO
9854 Laf-1 ESP 43.36 -5.88 Monsanto NO
9855 Lam-0 ESP 40.57 -3.89 Monsanto NO
9856 Lch-0 ESP 40.51 -4 Monsanto NO
9857 Leg-0 ESP 40.33 -3.8 Monsanto NO
9858 Loz-0 ESP 40.98 -3.8 Monsanto NO
9859 Lro-0 ESP 40.5 -3.88 Monsanto NO
9860 Lum-0 ESP 42.24 -2.62 Monsanto NO
9861 Mac-0 ESP 40.72 -3.21 Monsanto NO
9862 Mad-0 ESP 40.45 -3.67 Monsanto NO
9864 Mat-0 ESP 41.76 2.69 Monsanto NO
9866 Mdd-0 ESP 41.89 -2.79 Monsanto NO
9867 Mie-1 ESP 40.94 -3.22 Monsanto NO
9868 Moe-0 ESP 41.78 2.37 Monsanto NO
9869 Moj-0 ESP 36.76 -5.28 Monsanto YES
9870 Moz-0 ESP 41.91 0.17 Monsanto NO
9871 Nac-0 ESP 40.75 -3.99 Monsanto YES
9873 Ndc-0 ESP 37.94 -5.45 Monsanto NO
9874 Oja-0 ESP 42.34 -3 Monsanto NO
9875 Ovi-1 ESP 43.38 -5.87 Monsanto NO
9876 Pad-0 ESP 41.34 0.99 Monsanto NO
9877 Pdl-0 ESP 43.02 -5.6 Monsanto NO
9878 Pee-0 ESP 40.78 -3.62 Monsanto NO
9879 Per-0 ESP 37.6 -1.12 Monsanto YES
9880 Pib-1 ESP 42.72 -3.44 Monsanto NO
9881 Pie-0 ESP 40.46 -5.32 Monsanto NO
9882 Pil-0 ESP 40.46 -4.26 Monsanto NO
9883 Piq-0 ESP 42.1 -2.56 Monsanto NO
9885 Prd-0 ESP 41.14 -3.68 Monsanto NO
9886 Pru-0 ESP 42.38 1.73 Monsanto NO
9887 Pun-0 ESP 40.4 -4.77 Monsanto YES
9888 Pva-1 ESP 40.93 -3.31 Monsanto NO
9890 Rib-1 ESP 43.16 -5.07 Monsanto NO
9891 Sal-0 ESP 41.93 2.92 Monsanto NO
9892 Sam-0 ESP 42.68 -6.96 Monsanto NO
9894 Sen-0 ESP 42.59 0.76 Monsanto NO
9895 Sfb-6 ESP 41.78 2.57 Monsanto NO
9897 Smt-1 ESP 40.95 -5.63 Monsanto NO
9898 Som-0 ESP 41.14 -3.58 Monsanto NO
9899 Tau-0 ESP 42.54 0.84 Monsanto NO
9900 Tri-0 ESP 37.38 -6.01 Monsanto NO
9901 Urd-1 ESP 42.27 -2.98 Monsanto NO
9902 Usa-0 ESP 40.71 -3.24 Monsanto NO
9903 Val-0 ESP 42.31 -3.1 Monsanto NO
9904 Vas-0 ESP 40.95 -3.31 Monsanto NO
9905 Ven-0 ESP 40.76 -4.01 Monsanto YES
9906 Mah-6 ESP 40 4.25 Monsanto NO
9908 ESP-1-11 FRA 50.72 3.47 Monsanto NO
9909 GEN-8 FRA 50.59 3.3 Monsanto NO
9910 BRI-2 FRA 50.68 3.52 Monsanto NO
9911 ARGE-1-15 FRA 47.16 4.28 Monsanto NO
9912 CIRY-13 FRA 46.67 4.55 Monsanto NO
9914 IST-29 FRA 47.58 5.33 Monsanto NO
9915 MAR-4-16 FRA 47.45 3.94 Monsanto NO
9917 RAD-21 FRA 46.69 4.34 Monsanto NO
9918 SAUL-24 FRA 47.43 5.21 Monsanto NO
9920 DIR-9 FRA 48.54 4.32 Monsanto NO
9921 FOR-23 FRA 48.57 4.41 Monsanto NO
9924 PLY-20 FRA 48.59 4.24 Monsanto NO
9925 RUM-20 FRA 48.91 4.52 Monsanto NO
9926 TRE-1 FRA 48.86 4.1 Monsanto NO
9927 ARR-17 FRA 44.05 3.69 Monsanto NO
9928 BEZ-9 FRA 44.12 3.77 Monsanto NO
9929 ISS-20 FRA 43.92 3.71 Monsanto NO
9930 LEC-25 FRA 43.91 4.14 Monsanto NO
9932 NOZ-6 FRA 44.12 4.33 Monsanto NO
9933 VED-10 FRA 43.74 3.89 Monsanto NO
9935 BAU-15 FRA 50.6 2.93 Monsanto NO
9937 CATS-6 FRA 50.79 2.69 Monsanto NO
9938 WAV-8 FRA 50.65 2.99 Monsanto NO
9939 Aitba-2 MAR 31.48 -7.45 MPI NO
9941 Fei-0 POR 40.92 -8.54 MPI NO
9942 Agu-1 ESP 41.32 -1.34 MPI NO
9943 Cdm-0 ESP 39.73 -5.74 MPI NO
9944 Don-0 ESP 36.83 -6.36 MPI YES
9945 Leo-1 ESP 41.8 -3.11 MPI NO
9946 Mer-6 ESP 38.92 -6.34 MPI NO
9947 Ped-0 ESP 40.74 -3.9 MPI YES
9948 Pra-6 ESP 41.05 -3.54 MPI NO
9949 Qui-0 ESP 42.69 -6.93 MPI NO
9950 Vie-0 ESP 42.63 0.76 MPI NO
9951 Kly-1 RUS 51.34 82.57 MPI NO
9952 Kly-4 RUS 51.32 82.55 MPI NO
9953 Koz-2 RUS 51.33 82.19 MPI NO
9955 Stepn-2 RUS 54.09 60.46 MPI NO
9956 Stepn-1 RUS 54.06 60.48 MPI NO
9957 Borsk-2 RUS 53.04 51.75 MPI NO
9958 Shigu-1 RUS 53.33 49.48 MPI NO
9959 Shigu-2 RUS 53.33 49.48 MPI NO
9960 Kidr-1 RUS 51.31 57.56 MPI NO
9962 Galdo-1 ITA 40.57 15.32 MPI NO
9963 Lago-1 ITA 39.18 16.26 MPI NO
9964 Mammo-1 ITA 38.36 16.23 MPI NO
9965 Mammo-2 ITA 38.38 16.22 MPI NO
9966 Monte-1 ITA 40.28 15.65 MPI NO
9968 Timpo-1 ITA 39.27 16.27 MPI NO
9969 Valsi-1 ITA 40.18 16.45 MPI NO
9970 Altenb-2 ITA 46.37 11.24 MPI NO
9971 Bozen-1.1 ITA 46.51 11.33 MPI NO
9972 Bozen-1.2 ITA 46.51 11.33 MPI NO
9973 Mitterberg-1-181 ITA 46.36 11.28 MPI NO
9974 Castelfed-4-212 ITA 46.34 11.29 MPI NO
9975 Castelfed-4-213 ITA 46.34 11.29 MPI NO
9976 Rovero-1 ITA 46.25 11.17 MPI NO
9978 Vezzano-2.2 ITA 46.63 10.82 MPI NO
9979 Voeran-1 ITA 46.36 11.23 MPI NO
9980 Angel-1 ITA 38.62 16.17 MPI NO
9981 Angit-1 ITA 38.76 16.24 MPI NO
9982 Apost-1 ITA 39.01 16.47 MPI NO
9983 Ciste-1 ITA 41.62 12.87 MPI NO
9984 Ciste-2 ITA 41.62 12.87 MPI NO
9985 Slavi-1 BUL 41.43 23.65 MPI NO
9986 Jablo-1 BUL 41.59 25.2 MPI NO
9987 Lecho-1 BUL 41.43 23.5 MPI NO
9988 Bak-2 GEO 41.79 43.48 MPI NO
9990 Lag2.2 GEO 41.83 46.28 MPI NO
9991 Vash-1 GEO 41.24 46.37 MPI NO
9993 Nemrut-1 TUR 38.64 42.24 MPI NO
9995 HKT2.4 GER 48.14 9.4 MPI NO
9996 Nie1-2 GER 48.52 8.8 MPI NO
9997 Rue3.1-31 GER 48.56 9.16 MPI NO
9998 Star-8 GER 48.43 8.82 MPI NO
9999 TueSB30-3 GER 48.53 9.06 MPI NO
10001 TueV-13 GER 48.52 9.05 MPI NO
10002 TueWal-2 GER 48.53 9.04 MPI NO
10004 Bolin-1 ROM 44.46 25.74 MPI NO
10005 Copac-1 ROM 46.11 21.95 MPI NO
10006 Kastel-1 UKR 44.64 34.38 MPI NO
10008 Sij-1 UZB 41.45 70.05 MPI NO
10009 Sij-2 UZB 41.45 70.05 MPI NO
10010 Sij-4 UZB 41.45 70.05 MPI NO
10011 Yeg-1 ARM 39.87 45.36 MPI NO
10012 Istisu-1 AZE 38.98 48.56 MPI NO
10013 Lerik1-3 AZE 38.74 48.61 MPI NO
10014 Xan-1 AZE 38.65 48.8 MPI NO
10015 Sha AFG 37.29 71.3 MPI NO
10017 Petro-1 SRV 44.34 21.46 MPI NO
10018 Dobra-1 SRB 44.84 20.16 MPI NO
10020 Jl-2 CZE 49.17 16.5 MPI NO
10022 Uk-3 GER 48.03 7.77 MPI NO
10023 Strand-1 NA NA NA MPI NO
10027 Uk-6 GER 48.02838 7.765567 GMI NO
14312 Kos-1 RUS 62.02 34.12 GMI MAYBE
14313 Kos-2 RUS 62.02 34.12 GMI MAYBE
14314 Radk-1 RUS 61.59 35.11 GMI MAYBE
14315 Radk-2 RUS 61.59 35.11 GMI MAYBE
14318 Shu-1 RUS 61.94 34.24 GMI NO
14319 Shu-2 RUS 61.94 34.24 GMI MAYBE
15560 Valm RUS 61.37 61.37 GMI MAYBE
15591 OOE1-1 AUT 48.3315333 14.72665 GMI NO
15592 OOE3-1 AUT 48.3314667 14.7158667 GMI NO
15593 OOE3-2 AUT 48.3314667 14.7158667 GMI NO
18694 Pien RUS 60.4 32.09 GMI MAYBE
18696 Samm RUS 61.57 30.63 GMI MAYBE
19949 OOE2-1 AUT 48.3268333 14.7181667 GMI NO
19950 OOE2-2 AUT 48.3268333 14.7181667 GMI NO
19951 OOE23 AUT 48.3268333 14.7181667 GMI NO

